borrower_id,borrower_name,department,book_id,title,author,category,subcategory,publication_year,borrow_date,return_date
7437,Hadi Saputra,Finance,1108,The Great Mystery,Umar Wibowo,Seni,Seni Rupa,2011,2024-11-17,2024-12-02
7437,Hadi Saputra,Finance,1282,The Great History,Budi Wijaya,Sains,Kimia,2012,2025-02-19,2025-03-17
7437,Hadi Saputra,Finance,1116,Understanding Wisdom,Indah Sari,Sains,Matematika,1997,2025-01-22,2025-02-20
7437,Hadi Saputra,Finance,1083,The History of Discovery,Umar Ramadhan,Historis,Biografi,1999,2023-12-14,2024-01-11
7438,Budi Wijaya,Finance,1006,A Journey through the Jungle,Kiki Setiawan,Fiksi,Novel,2008,2024-01-18,2024-02-15
7438,Budi Wijaya,Finance,1238,The Future of IoT,Maya Ramadhan,Fiksi,Novel,1991,2025-09-10,2025-10-06
7438,Budi Wijaya,Finance,1284,The World of Engineering,Rina Kusuma,Sains,Matematika,2018,2024-06-28,2024-07-25
7438,Budi Wijaya,Finance,1052,The Ancient Art,Dewi Fauzi,Historis,Sejarah Dunia,2019,2025-07-14,2025-07-31
7439,Oka Ramadhan,Finance,1020,The Art of Writing,Nina Hidayat,Historis,Sejarah Lokal,2007,2025-04-13,2025-04-29
7439,Oka Ramadhan,Finance,1138,The Art of Writing,Citra Saputra,Historis,Sejarah Lokal,2015,2025-04-06,2025-04-22
7440,Citra Wibowo,IT,1160,The Art of Programming,Budi Setiawan,Fiksi,Puisi,2019,2024-02-12,2024-03-07
7440,Citra Wibowo,IT,1179,Exploring Nature,Agus Wijaya,Seni,Seni Rupa,2004,2024-04-05,2024-05-02
7441,Gita Halim,IT,1241,The World of Engineering,Dewi Wibowo,Seni,Fotografi,1994,2025-04-02,2025-04-12
7441,Gita Halim,IT,1183,The World of Medicine,Budi Halim,Teknologi,AI,2023,2025-07-18,2025-07-31
7441,Gita Halim,IT,1207,Mastering Biology,Dewi Halim,Sains,Matematika,1998,2023-10-31,2023-11-11
7441,Gita Halim,IT,1251,The Future of Blockchain,Dewi Santoso,Seni,Musik,2002,2024-11-09,2024-11-26
7441,Gita Halim,IT,1293,A Journey through the Universe,Lina Putra,Seni,Musik,2016,2024-10-03,2024-10-18
7442,Oka Halim,Finance,1174,The Science of Gravity,Agus Saputra,Seni,Musik,1990,2025-02-23,2025-03-19
7443,Eka Pratama,Customer Service,1267,Mastering Chemistry,Joko Nugroho,Seni,Fotografi,1993,2025-05-12,2025-05-27
7444,Citra Santoso,Customer Service,1061,A Journey through the Jungle,Hadi Kurniawan,Seni,Musik,1998,2024-10-26,2024-11-10
7444,Citra Santoso,Customer Service,1059,Understanding Courage,Eka Hidayat,Historis,Biografi,2015,2024-05-29,2024-06-17
7444,Citra Santoso,Customer Service,1213,Mastering Mathematics,Gita Santoso,Seni,Teater,2022,2025-09-10,2025-10-07
7444,Citra Santoso,Customer Service,1038,The Science of Relativity,Sari Fauzi,Sains,Kimia,2012,2023-12-04,2023-12-14
7444,Citra Santoso,Customer Service,1153,Understanding Power,Putri Wibowo,Teknologi,Pemrograman,1998,2025-04-30,2025-05-23
7445,Hadi Wijaya,Customer Service,1155,The Future of AI,Tina Setiawan,Historis,Biografi,2007,2025-01-25,2025-02-07
7445,Hadi Wijaya,Customer Service,1088,A Journey through the Universe,Hadi Putra,Seni,Seni Rupa,2019,2025-07-29,2025-08-21
7445,Hadi Wijaya,Customer Service,1154,The Science of Quantum Mechanics,Nina Sukma,Historis,Sejarah Dunia,2021,2025-03-24,2025-04-20
7446,Kiki Lestari,Marketing,1247,The Future of IoT,Lina Yulianto,Teknologi,Keamanan Siber,2021,2024-12-24,2024-12-31
7446,Kiki Lestari,Marketing,1149,The Science of Gravity,Fajar Hidayat,Sains,Biologi,2023,2023-11-08,2023-11-30
7446,Kiki Lestari,Marketing,1286,The Future of AI,Gita Setiawan,Seni,Musik,2021,2025-04-07,2025-05-01
7446,Kiki Lestari,Marketing,1253,The Art of Cooking,Umar Kurniawan,Fiksi,Puisi,2016,2024-01-13,2024-02-09
7447,Eka Saputra,Marketing,1171,The Science of Gravity,Hadi Wijaya,Teknologi,Pemrograman,2020,2024-02-19,2024-02-28
7447,Eka Saputra,Marketing,1048,Exploring Society,Budi Sari,Fiksi,Drama,2007,2025-07-08,2025-08-07
7448,Sari Santoso,IT,1207,Mastering Biology,Dewi Halim,Sains,Matematika,1998,2025-04-19,2025-05-14
7448,Sari Santoso,IT,1247,The Future of IoT,Lina Yulianto,Teknologi,Keamanan Siber,2021,2023-11-12,2023-12-08
7449,Nina Ramadhan,R&D,1075,A Journey through the Jungle,Dewi Ramadhan,Seni,Teater,1991,2025-03-19,2025-04-08
7450,Lina Sari,Marketing,1184,Understanding Wisdom,Tina Saputra,Teknologi,Jaringan,2012,2024-10-28,2024-11-25
7450,Lina Sari,Marketing,1235,Mastering Chemistry,Kiki Fauzi,Fiksi,Drama,1995,2025-03-07,2025-03-18
7450,Lina Sari,Marketing,1032,Mastering Chemistry,Agus Kurniawan,Fiksi,Drama,1993,2024-01-01,2024-01-30
7450,Lina Sari,Marketing,1209,The Science of Evolution,Nina Prasetyo,Seni,Seni Rupa,2019,2023-09-13,2023-09-20
7450,Lina Sari,Marketing,1157,The Future of Blockchain,Kiki Wibowo,Historis,Biografi,2008,2024-03-23,2024-04-20
7451,Putri Santoso,HR,1023,The Future of IoT,Citra Saputra,Teknologi,AI,2010,2023-11-13,2023-12-06
7451,Putri Santoso,HR,1125,A Journey through the Jungle,Eka Fauzi,Historis,Biografi,2008,2025-06-19,2025-07-12
7451,Putri Santoso,HR,1249,A Journey through the Jungle,Eka Fauzi,Sains,Biologi,1992,2024-11-11,2024-12-10
7451,Putri Santoso,HR,1266,The Science of Evolution,Dewi Nugroho,Teknologi,Jaringan,2005,2025-09-02,2025-09-22
7452,Tina Hidayat,IT,1255,The Future of VR,Joko Prasetyo,Teknologi,AI,2012,2025-09-04,2025-09-12
7453,Tina Fauzi,Marketing,1258,The World of Engineering,Indah Ramadhan,Historis,Sejarah Lokal,2012,2025-07-31,2025-08-29
7453,Tina Fauzi,Marketing,1138,The Art of Writing,Citra Saputra,Historis,Sejarah Lokal,2015,2025-08-20,2025-09-09
7453,Tina Fauzi,Marketing,1079,Exploring Culture,Oka Prasetyo,Teknologi,Pemrograman,2002,2025-01-27,2025-02-26
7454,Joko Kurniawan,Customer Service,1090,The World of Medicine,Citra Yulianto,Teknologi,Pemrograman,2005,2025-01-10,2025-01-26
7454,Joko Kurniawan,Customer Service,1209,The Science of Evolution,Nina Prasetyo,Seni,Seni Rupa,2019,2025-08-01,2025-08-16
7454,Joko Kurniawan,Customer Service,1177,Exploring Nature,Nina Setiawan,Teknologi,AI,2012,2024-08-25,2024-09-13
7454,Joko Kurniawan,Customer Service,1030,The Art of Cooking,Putri Hidayat,Sains,Fisika,2007,2024-08-01,2024-08-22
7455,Eka Putra,Customer Service,1184,Understanding Wisdom,Tina Saputra,Teknologi,Jaringan,2012,2024-02-23,2024-03-17
7455,Eka Putra,Customer Service,1141,The World of Ecology,Joko Putra,Sains,Matematika,2014,2023-12-26,2024-01-16
7455,Eka Putra,Customer Service,1045,Exploring Society,Citra Gunawan,Fiksi,Cerita Pendek,1992,2025-05-04,2025-05-19
7455,Eka Putra,Customer Service,1261,The Science of Relativity,Hadi Wibowo,Sains,Fisika,1995,2025-02-03,2025-02-25
7456,Tina Yulianto,HR,1099,The Science of Quantum Mechanics,Kiki Pratama,Teknologi,Keamanan Siber,2018,2024-07-22,2024-08-08
7457,Eka Kusuma,HR,1223,The Science of Quantum Mechanics,Maya Putra,Historis,Biografi,1992,2024-10-22,2024-11-17
7457,Eka Kusuma,HR,1091,Understanding Courage,Joko Sari,Fiksi,Drama,1992,2024-04-30,2024-05-08
7458,Gita Kusuma,R&D,1176,The Future of VR,Kiki Ramadhan,Sains,Fisika,2010,2024-12-08,2024-12-22
7458,Gita Kusuma,R&D,1087,A Journey through the World,Eka Halim,Historis,Sejarah Dunia,2018,2024-05-16,2024-05-23
7458,Gita Kusuma,R&D,1190,The Great Art,Putri Prasetyo,Teknologi,Pemrograman,2004,2025-05-30,2025-06-28
7459,Budi Sukma,Sales,1195,The Ancient Art,Sari Putra,Historis,Sejarah Dunia,2004,2024-05-01,2024-05-18
7460,Citra Putra,Operations,1076,The Future of VR,Kiki Hidayat,Teknologi,Jaringan,2011,2024-12-31,2025-01-19
7460,Citra Putra,Operations,1139,Exploring Society,Citra Pratama,Teknologi,Pemrograman,2007,2025-01-14,2025-02-01
7461,Dewi Kusuma,Operations,1102,The Art of Programming,Citra Wijaya,Seni,Teater,2000,2024-09-12,2024-09-25
7461,Dewi Kusuma,Operations,1246,A Journey through the Universe,Kiki Setiawan,Sains,Kimia,2023,2024-10-25,2024-11-24
7461,Dewi Kusuma,Operations,1294,The Future of AI,Maya Sukma,Fiksi,Cerita Pendek,2022,2024-11-02,2024-11-28
7461,Dewi Kusuma,Operations,1012,The Art of Writing,Budi Kurniawan,Historis,Biografi,1990,2024-04-12,2024-04-25
7461,Dewi Kusuma,Operations,1031,The Modern Science,Eka Sukma,Sains,Matematika,2001,2024-01-29,2024-02-20
7462,Nina Hidayat,Marketing,1066,The Science of Quantum Mechanics,Putri Sukma,Teknologi,Pemrograman,1994,2024-09-09,2024-10-08
7462,Nina Hidayat,Marketing,1076,The Future of VR,Kiki Hidayat,Teknologi,Jaringan,2011,2024-10-25,2024-11-06
7462,Nina Hidayat,Marketing,1272,The Science of Gravity,Hadi Hidayat,Fiksi,Novel,2008,2025-02-25,2025-03-11
7463,Oka Kusuma,Marketing,1090,The World of Medicine,Citra Yulianto,Teknologi,Pemrograman,2005,2024-04-11,2024-04-21
7463,Oka Kusuma,Marketing,1095,Mastering Physics,Lina Ramadhan,Fiksi,Novel,1992,2023-10-18,2023-11-01
7463,Oka Kusuma,Marketing,1172,Understanding Courage,Dewi Fauzi,Teknologi,AI,1993,2024-05-03,2024-06-01
7463,Oka Kusuma,Marketing,1296,The Science of Relativity,Tina Pratama,Historis,Biografi,1997,2025-01-06,2025-02-05
7464,Budi Santoso,Sales,1106,A Journey through the City,Sari Wibowo,Teknologi,Pemrograman,1994,2023-10-16,2023-10-29
7464,Budi Santoso,Sales,1128,The World of Ecology,Citra Kurniawan,Sains,Fisika,2002,2024-12-11,2024-12-18
7465,Indah Sari,Marketing,1100,Understanding Courage,Kiki Hidayat,Sains,Biologi,2012,2025-06-20,2025-07-17
7465,Indah Sari,Marketing,1063,The History of War,Budi Saputra,Teknologi,Pemrograman,2005,2025-03-15,2025-04-07
7466,Gita Kurniawan,Sales,1204,The Art of Painting,Umar Wibowo,Historis,Sejarah Lokal,2007,2024-09-14,2024-10-11
7466,Gita Kurniawan,Sales,1042,Understanding Love,Joko Prasetyo,Fiksi,Novel,2017,2025-01-22,2025-02-15
7466,Gita Kurniawan,Sales,1065,Understanding Wisdom,Citra Halim,Fiksi,Novel,2018,2025-06-13,2025-06-20
7467,Indah Sukma,Marketing,1051,The Ancient Science,Gita Hidayat,Teknologi,Keamanan Siber,2014,2025-01-12,2025-02-01
7467,Indah Sukma,Marketing,1268,Understanding Power,Lina Santoso,Sains,Fisika,2016,2025-04-19,2025-05-17
7467,Indah Sukma,Marketing,1190,The Great Art,Putri Prasetyo,Teknologi,Pemrograman,2004,2024-10-10,2024-11-03
7467,Indah Sukma,Marketing,1058,The Art of Painting,Joko Saputra,Historis,Sejarah Lokal,2016,2023-09-28,2023-10-25
7468,Maya Wibowo,Operations,1157,The Future of Blockchain,Kiki Wibowo,Historis,Biografi,2008,2023-12-19,2024-01-06
7468,Maya Wibowo,Operations,1154,The Science of Quantum Mechanics,Nina Sukma,Historis,Sejarah Dunia,2021,2025-01-25,2025-02-22
7468,Maya Wibowo,Operations,1073,The Art of Painting,Umar Wijaya,Sains,Biologi,1990,2025-08-25,2025-09-18
7469,Hadi Sukma,IT,1148,The History of War,Oka Sari,Sains,Kimia,2023,2025-09-11,2025-09-22
7469,Hadi Sukma,IT,1015,The Art of Painting,Indah Ramadhan,Fiksi,Novel,1998,2025-06-17,2025-07-08
7469,Hadi Sukma,IT,1165,The History of Revolution,Rina Gunawan,Fiksi,Puisi,2022,2024-04-01,2024-04-28
7469,Hadi Sukma,IT,1105,The Science of Relativity,Joko Halim,Seni,Fotografi,2020,2025-05-20,2025-06-09
7470,Rina Fauzi,Operations,1104,The Science of Evolution,Gita Lestari,Fiksi,Drama,2021,2024-04-17,2024-05-14
7470,Rina Fauzi,Operations,1134,The Science of Quantum Mechanics,Dewi Fauzi,Fiksi,Puisi,1999,2025-04-19,2025-04-27
7470,Rina Fauzi,Operations,1067,The Future of AI,Sari Sari,Fiksi,Drama,2017,2024-04-25,2024-05-21
7470,Rina Fauzi,Operations,1269,The Future of VR,Oka Kusuma,Fiksi,Drama,2000,2024-12-22,2025-01-17
7470,Rina Fauzi,Operations,1284,The World of Engineering,Rina Kusuma,Sains,Matematika,2018,2025-05-25,2025-06-15
7471,Rina Sari,Marketing,1190,The Great Art,Putri Prasetyo,Teknologi,Pemrograman,2004,2023-10-05,2023-10-19
7472,Fajar Setiawan,Operations,1215,The Art of Programming,Dewi Halim,Sains,Kimia,2002,2024-01-20,2024-02-06
7472,Fajar Setiawan,Operations,1176,The Future of VR,Kiki Ramadhan,Sains,Fisika,2010,2023-09-23,2023-10-12
7472,Fajar Setiawan,Operations,1185,The History of Revolution,Hadi Gunawan,Seni,Seni Rupa,2004,2024-12-01,2024-12-21
7472,Fajar Setiawan,Operations,1041,The Innovative Science,Citra Ramadhan,Sains,Fisika,2021,2025-07-07,2025-07-30
7472,Fajar Setiawan,Operations,1015,The Art of Painting,Indah Ramadhan,Fiksi,Novel,1998,2024-10-30,2024-11-26
7473,Budi Ramadhan,Customer Service,1152,The Future of Blockchain,Kiki Setiawan,Seni,Teater,2005,2024-11-12,2024-12-04
7473,Budi Ramadhan,Customer Service,1253,The Art of Cooking,Umar Kurniawan,Fiksi,Puisi,2016,2023-12-16,2024-01-01
7474,Tina Prasetyo,R&D,1072,The History of War,Putri Gunawan,Teknologi,Keamanan Siber,2018,2025-05-01,2025-05-19
7474,Tina Prasetyo,R&D,1286,The Future of AI,Gita Setiawan,Seni,Musik,2021,2025-06-03,2025-06-12
7475,Agus Hidayat,Operations,1158,The World of Astronomy,Maya Halim,Seni,Teater,1999,2025-01-04,2025-01-23
7475,Agus Hidayat,Operations,1075,A Journey through the Jungle,Dewi Ramadhan,Seni,Teater,1991,2024-03-02,2024-03-13
7476,Dewi Saputra,Operations,1205,The History of War,Dewi Halim,Sains,Matematika,1994,2025-04-20,2025-05-18
7476,Dewi Saputra,Operations,1123,The Science of Evolution,Agus Wibowo,Teknologi,AI,2019,2024-11-09,2024-11-23
7476,Dewi Saputra,Operations,1226,The Art of Writing,Oka Prasetyo,Teknologi,Jaringan,2022,2025-05-14,2025-06-09
7476,Dewi Saputra,Operations,1151,Mastering Biology,Dewi Nugroho,Seni,Fotografi,2021,2024-06-01,2024-06-27
7476,Dewi Saputra,Operations,1105,The Science of Relativity,Joko Halim,Seni,Fotografi,2020,2024-08-21,2024-09-16
7477,Joko Santoso,Marketing,1288,The History of War,Sari Ramadhan,Teknologi,AI,2002,2024-09-16,2024-10-06
7477,Joko Santoso,Marketing,1178,Exploring Culture,Hadi Yulianto,Historis,Sejarah Dunia,2015,2025-07-21,2025-08-17
7477,Joko Santoso,Marketing,1164,Understanding Courage,Citra Setiawan,Historis,Sejarah Lokal,1998,2024-09-22,2024-10-05
7477,Joko Santoso,Marketing,1146,Exploring Society,Dewi Hidayat,Teknologi,Jaringan,2012,2023-11-27,2023-12-19
7477,Joko Santoso,Marketing,1212,The Art of Painting,Joko Sukma,Fiksi,Novel,2023,2023-11-10,2023-12-03
7478,Putri Sari,HR,1076,The Future of VR,Kiki Hidayat,Teknologi,Jaringan,2011,2023-12-14,2023-12-21
7479,Eka Sukma,Marketing,1192,The Modern Mystery,Joko Wibowo,Teknologi,AI,2005,2024-10-15,2024-11-12
7479,Eka Sukma,Marketing,1113,Mastering Chemistry,Gita Kurniawan,Fiksi,Puisi,2007,2024-12-27,2025-01-09
7479,Eka Sukma,Marketing,1085,The Science of Quantum Mechanics,Rina Setiawan,Teknologi,AI,2008,2025-09-02,2025-09-14
7479,Eka Sukma,Marketing,1179,Exploring Nature,Agus Wijaya,Seni,Seni Rupa,2004,2024-03-04,2024-04-03
7480,Gita Wibowo,Customer Service,1288,The History of War,Sari Ramadhan,Teknologi,AI,2002,2024-11-21,2024-12-19
7480,Gita Wibowo,Customer Service,1109,The Future of VR,Tina Prasetyo,Seni,Fotografi,2004,2024-10-16,2024-10-23
7480,Gita Wibowo,Customer Service,1033,A Journey through the Universe,Oka Nugroho,Teknologi,Jaringan,2013,2023-12-19,2024-01-13
7481,Dewi Wijaya,HR,1280,The Science of Relativity,Budi Kurniawan,Historis,Sejarah Dunia,2023,2024-10-21,2024-11-20
7481,Dewi Wijaya,HR,1265,The History of Discovery,Indah Halim,Fiksi,Puisi,2011,2023-10-05,2023-11-04
7481,Dewi Wijaya,HR,1220,The Future of IoT,Budi Pratama,Sains,Matematika,2006,2024-12-07,2024-12-20
7482,Eka Putra,Sales,1229,A Journey through the Jungle,Budi Wijaya,Seni,Teater,2002,2025-06-16,2025-07-15
7482,Eka Putra,Sales,1285,The World of Medicine,Gita Fauzi,Teknologi,Keamanan Siber,2021,2024-04-01,2024-04-29
7482,Eka Putra,Sales,1292,A Journey through the City,Citra Prasetyo,Seni,Musik,2015,2025-01-04,2025-01-27
7483,Lina Gunawan,Operations,1046,The Future of VR,Fajar Prasetyo,Sains,Biologi,2017,2023-11-10,2023-12-06
7483,Lina Gunawan,Operations,1247,The Future of IoT,Lina Yulianto,Teknologi,Keamanan Siber,2021,2025-07-29,2025-08-05
7483,Lina Gunawan,Operations,1220,The Future of IoT,Budi Pratama,Sains,Matematika,2006,2025-05-17,2025-05-30
7484,Putri Setiawan,R&D,1187,Mastering Chemistry,Sari Gunawan,Fiksi,Drama,2012,2023-09-26,2023-10-12
7484,Putri Setiawan,R&D,1286,The Future of AI,Gita Setiawan,Seni,Musik,2021,2024-09-04,2024-09-26
7484,Putri Setiawan,R&D,1055,Understanding Courage,Hadi Sukma,Teknologi,AI,2006,2024-05-21,2024-06-19
7485,Indah Putra,R&D,1153,Understanding Power,Putri Wibowo,Teknologi,Pemrograman,1998,2025-03-17,2025-04-07
7485,Indah Putra,R&D,1130,The Future of VR,Rina Halim,Sains,Kimia,2019,2025-03-27,2025-04-04
7485,Indah Putra,R&D,1252,Understanding Power,Rina Putra,Seni,Fotografi,2013,2025-09-09,2025-09-26
7485,Indah Putra,R&D,1109,The Future of VR,Tina Prasetyo,Seni,Fotografi,2004,2024-01-23,2024-02-15
7485,Indah Putra,R&D,1119,Exploring Culture,Oka Gunawan,Fiksi,Puisi,2013,2025-04-20,2025-04-27
7486,Kiki Ramadhan,R&D,1044,The Art of Writing,Indah Kusuma,Teknologi,Pemrograman,1994,2024-12-08,2025-01-01
7486,Kiki Ramadhan,R&D,1283,The World of Ecology,Eka Nugroho,Historis,Sejarah Lokal,1992,2024-07-18,2024-08-17
7486,Kiki Ramadhan,R&D,1097,The World of Engineering,Oka Lestari,Seni,Fotografi,2018,2024-12-15,2025-01-05
7487,Citra Prasetyo,Marketing,1140,Understanding Love,Eka Pratama,Historis,Sejarah Dunia,2001,2023-10-26,2023-11-21
7487,Citra Prasetyo,Marketing,1125,A Journey through the Jungle,Eka Fauzi,Historis,Biografi,2008,2024-10-28,2024-11-20
7487,Citra Prasetyo,Marketing,1135,The Future of Blockchain,Joko Pratama,Historis,Biografi,1992,2024-08-03,2024-08-29
7487,Citra Prasetyo,Marketing,1181,The Future of VR,Indah Sukma,Fiksi,Cerita Pendek,1999,2024-04-18,2024-05-11
7488,Budi Ramadhan,IT,1029,The History of Revolution,Kiki Kurniawan,Teknologi,Keamanan Siber,2019,2023-10-28,2023-11-20
7488,Budi Ramadhan,IT,1076,The Future of VR,Kiki Hidayat,Teknologi,Jaringan,2011,2025-04-18,2025-05-15
7488,Budi Ramadhan,IT,1122,The Future of IoT,Fajar Kusuma,Fiksi,Cerita Pendek,2016,2025-05-09,2025-06-06
7489,Maya Nugroho,R&D,1084,The Future of Blockchain,Joko Halim,Historis,Biografi,2002,2024-09-12,2024-09-27
7489,Maya Nugroho,R&D,1135,The Future of Blockchain,Joko Pratama,Historis,Biografi,1992,2025-03-06,2025-03-25
7489,Maya Nugroho,R&D,1113,Mastering Chemistry,Gita Kurniawan,Fiksi,Puisi,2007,2025-05-13,2025-05-30
7489,Maya Nugroho,R&D,1152,The Future of Blockchain,Kiki Setiawan,Seni,Teater,2005,2024-03-11,2024-03-21
7489,Maya Nugroho,R&D,1118,The History of Discovery,Lina Hidayat,Historis,Sejarah Dunia,1993,2024-03-21,2024-03-31
7490,Lina Ramadhan,HR,1258,The World of Engineering,Indah Ramadhan,Historis,Sejarah Lokal,2012,2023-11-16,2023-11-23
7490,Lina Ramadhan,HR,1231,Mastering Physics,Joko Sukma,Fiksi,Puisi,2001,2025-02-26,2025-03-22
7491,Budi Sari,Operations,1214,The History of War,Maya Setiawan,Historis,Biografi,2006,2024-11-22,2024-11-29
7491,Budi Sari,Operations,1148,The History of War,Oka Sari,Sains,Kimia,2023,2024-07-14,2024-08-08
7491,Budi Sari,Operations,1195,The Ancient Art,Sari Putra,Historis,Sejarah Dunia,2004,2023-11-11,2023-11-24
7492,Putri Ramadhan,Sales,1141,The World of Ecology,Joko Putra,Sains,Matematika,2014,2024-01-15,2024-02-12
7492,Putri Ramadhan,Sales,1235,Mastering Chemistry,Kiki Fauzi,Fiksi,Drama,1995,2023-12-04,2023-12-24
7492,Putri Ramadhan,Sales,1220,The Future of IoT,Budi Pratama,Sains,Matematika,2006,2023-12-04,2023-12-16
7492,Putri Ramadhan,Sales,1298,A Journey through the Universe,Agus Saputra,Teknologi,Jaringan,2003,2024-03-11,2024-03-21
7493,Kiki Wijaya,Marketing,1207,Mastering Biology,Dewi Halim,Sains,Matematika,1998,2025-09-08,2025-10-01
7493,Kiki Wijaya,Marketing,1160,The Art of Programming,Budi Setiawan,Fiksi,Puisi,2019,2025-09-09,2025-10-08
7493,Kiki Wijaya,Marketing,1179,Exploring Nature,Agus Wijaya,Seni,Seni Rupa,2004,2023-11-22,2023-12-19
7493,Kiki Wijaya,Marketing,1282,The Great History,Budi Wijaya,Sains,Kimia,2012,2025-04-10,2025-05-07
7493,Kiki Wijaya,Marketing,1209,The Science of Evolution,Nina Prasetyo,Seni,Seni Rupa,2019,2023-10-27,2023-11-04
7494,Joko Setiawan,Operations,1113,Mastering Chemistry,Gita Kurniawan,Fiksi,Puisi,2007,2024-11-10,2024-12-09
7494,Joko Setiawan,Operations,1110,Understanding Courage,Nina Kusuma,Fiksi,Puisi,2016,2025-07-20,2025-08-08
7494,Joko Setiawan,Operations,1190,The Great Art,Putri Prasetyo,Teknologi,Pemrograman,2004,2023-09-13,2023-09-23
7494,Joko Setiawan,Operations,1067,The Future of AI,Sari Sari,Fiksi,Drama,2017,2024-04-27,2024-05-20
7494,Joko Setiawan,Operations,1278,Exploring Technology,Nina Wibowo,Historis,Biografi,2021,2024-07-29,2024-08-15
7495,Agus Santoso,IT,1173,The World of Medicine,Gita Wibowo,Historis,Biografi,2009,2023-12-29,2024-01-05
7495,Agus Santoso,IT,1246,A Journey through the Universe,Kiki Setiawan,Sains,Kimia,2023,2023-11-21,2023-12-03
7495,Agus Santoso,IT,1098,The History of Discovery,Hadi Halim,Fiksi,Drama,1991,2024-07-09,2024-07-27
7495,Agus Santoso,IT,1265,The History of Discovery,Indah Halim,Fiksi,Puisi,2011,2024-12-31,2025-01-10
7495,Agus Santoso,IT,1005,The Science of Quantum Mechanics,Eka Fauzi,Historis,Sejarah Lokal,2021,2025-03-19,2025-03-28
7496,Lina Kurniawan,HR,1046,The Future of VR,Fajar Prasetyo,Sains,Biologi,2017,2024-01-08,2024-01-21
7496,Lina Kurniawan,HR,1151,Mastering Biology,Dewi Nugroho,Seni,Fotografi,2021,2024-10-26,2024-11-22
7496,Lina Kurniawan,HR,1290,The History of Discovery,Lina Sukma,Seni,Fotografi,2018,2024-09-28,2024-10-06
7496,Lina Kurniawan,HR,1296,The Science of Relativity,Tina Pratama,Historis,Biografi,1997,2024-09-10,2024-09-27
7497,Dewi Prasetyo,Finance,1113,Mastering Chemistry,Gita Kurniawan,Fiksi,Puisi,2007,2023-12-04,2023-12-27
7497,Dewi Prasetyo,Finance,1295,Mastering Mathematics,Maya Fauzi,Fiksi,Cerita Pendek,2017,2024-11-28,2024-12-26
7497,Dewi Prasetyo,Finance,1210,Understanding Courage,Tina Lestari,Historis,Sejarah Dunia,2021,2025-01-28,2025-02-06
7497,Dewi Prasetyo,Finance,1272,The Science of Gravity,Hadi Hidayat,Fiksi,Novel,2008,2025-01-18,2025-01-25
7497,Dewi Prasetyo,Finance,1224,A Journey through the City,Sari Gunawan,Seni,Seni Rupa,2020,2025-03-14,2025-03-21
7498,Joko Gunawan,IT,1104,The Science of Evolution,Gita Lestari,Fiksi,Drama,2021,2025-01-26,2025-02-24
7498,Joko Gunawan,IT,1083,The History of Discovery,Umar Ramadhan,Historis,Biografi,1999,2023-12-24,2024-01-19
7498,Joko Gunawan,IT,1285,The World of Medicine,Gita Fauzi,Teknologi,Keamanan Siber,2021,2024-11-17,2024-11-26
7498,Joko Gunawan,IT,1187,Mastering Chemistry,Sari Gunawan,Fiksi,Drama,2012,2024-02-16,2024-03-12
7498,Joko Gunawan,IT,1008,The Art of Cooking,Rina Gunawan,Teknologi,Keamanan Siber,2017,2024-04-24,2024-05-07
7499,Eka Pratama,Marketing,1295,Mastering Mathematics,Maya Fauzi,Fiksi,Cerita Pendek,2017,2024-01-28,2024-02-05
7499,Eka Pratama,Marketing,1180,Mastering Chemistry,Dewi Wijaya,Historis,Biografi,2019,2025-04-10,2025-04-25
7499,Eka Pratama,Marketing,1083,The History of Discovery,Umar Ramadhan,Historis,Biografi,1999,2023-10-24,2023-11-21
7500,Budi Sari,Customer Service,1241,The World of Engineering,Dewi Wibowo,Seni,Fotografi,1994,2025-01-31,2025-02-18
7501,Rina Kurniawan,Operations,1079,Exploring Culture,Oka Prasetyo,Teknologi,Pemrograman,2002,2023-09-19,2023-10-08
7501,Rina Kurniawan,Operations,1229,A Journey through the Jungle,Budi Wijaya,Seni,Teater,2002,2024-10-25,2024-11-04
7501,Rina Kurniawan,Operations,1130,The Future of VR,Rina Halim,Sains,Kimia,2019,2023-11-20,2023-12-19
7501,Rina Kurniawan,Operations,1276,Mastering Chemistry,Sari Nugroho,Sains,Matematika,2016,2024-03-15,2024-04-04
7502,Eka Wijaya,Marketing,1198,The Innovative History,Sari Yulianto,Teknologi,AI,2016,2025-05-10,2025-05-28
7503,Citra Putra,Operations,1047,The Science of Quantum Mechanics,Sari Wijaya,Sains,Fisika,2019,2025-04-01,2025-04-21
7503,Citra Putra,Operations,1086,Exploring Nature,Maya Fauzi,Fiksi,Cerita Pendek,2013,2023-10-31,2023-11-27
7503,Citra Putra,Operations,1056,The Modern Science,Gita Ramadhan,Sains,Biologi,2020,2023-11-15,2023-12-09
7503,Citra Putra,Operations,1060,A Journey through the City,Putri Santoso,Seni,Teater,2010,2023-12-04,2023-12-14
7504,Eka Hidayat,Marketing,1030,The Art of Cooking,Putri Hidayat,Sains,Fisika,2007,2024-08-09,2024-08-27
7504,Eka Hidayat,Marketing,1093,The Science of Quantum Mechanics,Umar Lestari,Sains,Matematika,2008,2025-05-01,2025-05-31
7505,Rina Halim,IT,1219,Understanding Power,Budi Lestari,Teknologi,Keamanan Siber,1996,2024-02-13,2024-02-27
